      1, -0.00034393344, -0.266613394,   0.96380347
      2, -0.00403042324, -0.999991894,           0.
      3, -0.499215215,  0.866478026,           0.
      4, -0.264229864, 0.000959871162,   0.96445924
      5, -0.146609515,  0.234665051,  0.960956812
      6,  0.263377458, -0.00203383528,  0.964690685
      7, -0.000250031037,  0.263382554,   0.96469146
      8,           0.,           1.,           0.
      9,           0.,           0.,           1.
     10, -0.000537119748, -0.292778909,  0.956180036
     11, -0.000816141197, -0.320093334,  0.947385669
     12, -0.00110278418, -0.347664833,  0.937618256
     13, -0.00138282718, -0.375191808,  0.926946163
     14, -0.00165268499, -0.402528971,   0.91540575
     15, -0.00191129232, -0.429592431,  0.903020859
     16, -0.00215853774, -0.456332713,  0.889806628
     17, -0.00239559799, -0.482714176,  0.875774682
     18, -0.00262290449, -0.508708179,  0.860935032
     19, -0.00283977343, -0.534290135,  0.845296383
     20, -0.00304268464, -0.559442222,    0.8288638
     21, -0.003218923, -0.584163666,  0.811629534
     22, -0.00336503913, -0.608429611,  0.793600678
     23, -0.00319924601, -0.632584393,  0.774484813
     24, -0.00308149564, -0.656050026,  0.754711092
     25, -0.00233971747, -0.679663599,   0.73352021
     26, -0.00184042868, -0.702285469,  0.711893022
     27, -0.00160288368, -0.723897696,  0.689905524
     28, -0.00165066763, -0.744515955,  0.667602658
     29, -0.00169406144, -0.764458179,  0.644671082
     30, -0.00173297431,  -0.78370434,  0.621131659
     31, -0.00176706468, -0.802234948,  0.597005844
     32, -0.00179648865, -0.820031226,  0.572315991
     33, -0.00182105449, -0.837074995,  0.547085166
     34, -0.00184058875, -0.853348851,  0.521337032
     35, -0.00185493601, -0.868836224,  0.495096087
     36, -0.00186416961, -0.883521199,  0.468387514
     37, -0.00186818233, -0.897388637,  0.441237092
     38, -0.001866885, -0.910424471,  0.413671166
     39, -0.00185998774, -0.922615409,  0.385716707
     40, -0.00184776564, -0.933949053,  0.357401311
     41, -0.00182985421, -0.944414198,  0.328752905
     42, -0.0021796932,  -0.95394218,  0.299982578
     43, -0.00244600512,  -0.96261704,  0.270855129
     44, -0.00263079209, -0.970417857,   0.24141714
     45, -0.00343392254, -0.977280855,  0.211920574
     46, -0.00376716652, -0.983283639,  0.182041585
     47, -0.00388438231, -0.988383234,  0.151932538
     48, -0.00390080642, -0.992562354,  0.121674776
     49, -0.00388034619, -0.995814025, 0.0913200974
     50, -0.00388879841, -0.998135805,  0.060907688
     51, -0.00401278073, -0.999527812, 0.0304632653
     52, -0.0585179888, -0.998286366,           0.
     53,  -0.11340718, -0.993548572,           0.
     54,  -0.16839771, -0.985719144,           0.
